,Index,Author,Date published,Category,Section,Url,Headline,Description,Keywords,Second headline,Article text,word_count
1655,4691,"Nadine Schmidt, CNN",2021-12-02 23:18:36,news,europe,https://www.cnn.com/2021/12/02/europe/merkel-farewell-ceremony-military-grm-intl/index.html,Angela Merkel honored by German military with punk rock sendoff - CNN,"Germany's military honored Chancellor Angela Merkel with their highest ceremony for a civilian on Thursday, complete with an eclectic mix of music personally selected by the outgoing leader and punctuated by an emotional speech.","europe, Angela Merkel honored by German military with punk rock sendoff - CNN",German military honors outgoing Chancellor Angela Merkel with punk rock sendoff,"Berlin (CNN)Germany's military honored Chancellor Angela Merkel with their highest ceremony for a civilian on Thursday, complete with an eclectic mix of music personally selected by the outgoing leader and punctuated by an emotional speech.During the ""Großer Zapfenstreich,"" or the Grand Tattoo ceremony -- which was pared back due to the Covid-19 pandemic -- members of the armed forces played a 1960s song that includes the words ""I can't acquiesce, can't make do, I still want to win,"" and the song ""You Forgot The Color Film,"" which was first performed by East German punk artist Nina Hagen, Reuters reported.Merkel is due to officially step down next week after 16 years in office. She will be succeeded by Social Democrat Olaf Scholz, who is expected to be sworn in as chancellor after lawmakers give him the final green light.In a heartfelt speech at the ceremony in Berlin, Merkel said that her time in power had ""challenged"" her both politically and personally.""But at the same time, it was a deeply satisfying position,"" she said.Read MoreShe also thanked frontline workers for their efforts throughout the Covid-19 pandemic, and applauded the country's ability to engage in constructive pro-democratic discourse throughout the last two years.''Our democracy lives from the capacity to engage critically with the ideas and to correct its path and it lives from balancing out the respect that we have for one another and for the interest we have for one another -- based on solidarity, and trust --  and also trusting in facts and trusting that wherever scientific understanding is denied and conspiracy theories are pursued and incitement to hatred is pursued. ''Merkel also said that the pandemic has demonstrated ""just how important trust in politicians, in science and in public discourse and society is. But also just how fragile those things can be.""She concluded her speech saying that it was now down to the next government ''to find answers that challenge us,"" and wished her successor the very best in leading Germany into the future.Merkel, 67, grew up under Communism in East Germany, and trained as a scientist, earning a doctorate in quantum chemistry before making a move into politics following the fall of the Berlin Wall. She won a seat in the Bundestag, Germany's parliament, in the first election after reunification.She has navigated Germany and Europe through multiple crises over her tenure and has been hailed as a champion of liberal values and a stalwart of democratic values by supporters.But while Merkel is seen as a bold and accomplished crisis manager, critics say she risked alienating the conservative voter base of her own party, the CDU, by taking left-of-center positions on key topics including nuclear energy, foreign policy and immigration.CNN's Fred Pleitgen contributed to this report. ",456
1656,4694,Story by Reuters,2021-12-03 20:57:13,news,europe,https://www.cnn.com/2021/12/03/europe/norway-christmas-party-superspreader-omicron-event-intl/index.html,"Norway Christmas party Omicron outbreak is biggest outside S. Africa, authorities say - CNN","At least 13 people in Oslo have been infected with the Omicron variant of the coronavirus following a corporate Christmas party described as a ""superspreader event,"" and their numbers could rise to over 60 cases, authorities said on Friday.","europe, Norway Christmas party Omicron outbreak is biggest outside S. Africa, authorities say - CNN","Omicron outbreak at Norway Christmas party is biggest outside South Africa, authorities say"," (CNN)At least 13 people in Oslo have been infected with the Omicron variant of the coronavirus following a corporate Christmas party described as a ""superspreader event,"" and their numbers could rise to over 60 cases, authorities said on Friday.The outbreak took place at a Christmas party on November 26 organized by renewable energy company Scatec, which has operations in South Africa where the variant was first detected.""This party has been a superspreader event,"" Preben Aavitsland, a senior physician at the Norwegian Institute of Public Health, told Reuters by email.""Our working hypothesis is that at least half of the 120 participants were infected with the Omicron variant during the party. This makes this, for now, the largest Omicron outbreak outside South Africa.""Aside from the people infected at the party, Aavitsland said, two people living on the country's west coast and two people in quarantine at Oslo airport have been confirmed as carrying the Omicron variant of the coronavirus.Read MoreThe outbreak led the Norwegian government to reintroduce some nationwide restrictions to curb the spread of Covid-19.Across Europe, companies are canceling Christmas party plans due to the emergence of the Omicron variant.PartyThe first person in Oslo confirmed as infected had attended the party, where at least one employee had just returned from South Africa. All the attendees were fully vaccinated and had tested negative before the event.""Health authorities have confirmed a further 12 cases of Omicron in Oslo after an outbreak,"" the city of Oslo said in a statement. ""So far 13 Omicron cases have been confirmed after sequencing. More cases are expected.""Health authorities said the individuals infected were so far displaying mild symptoms, with none hospitalized.""It is still too early to say whether the clinical picture of the disease is different in Omicron infections than in Delta infections,"" Aavitsland said.""None of the patients has severe symptoms; none is hospitalized. However, this is not unexpected given the young age of the participants.""Scatec said it had been following authorities' advice throughout the pandemic. It also said its focus was on taking care of its employees and on limiting the spread of the virus. ",349
1657,4695,"Xiaofei Xu, CNN",2021-12-02 19:37:22,news,europe,https://www.cnn.com/2021/12/02/europe/sword-ninja-france-police-shot-intl/index.html,Sword-wielding man dressed as a ninja shot by French police - CNN,"A man dressed like a ninja was shot by French police after he attempted to attack two officers with a sword in the western city of Cherbourg on Thursday, authorities said.","europe, Sword-wielding man dressed as a ninja shot by French police - CNN",Sword-wielding man dressed as a ninja shot by French police,"Paris (CNN)A man dressed like a ninja was shot by French police after he attempted to attack two officers with a sword in the western city of Cherbourg on Thursday, authorities said.The incident escalated as two female police officers approached the man to question him regarding a car theft.  ""He was neutralized with bullets,"" the Cherbourg press office told CNN, however they could not say what condition the man was in. French Interior Minister Gérard Darmanin expressed his support for the police force on a tweet. ""While intervening in a vehicle theft in Cherbourg, two police officers were injured,"" Darmanin said, adding, ""(My) support to the national police.""Read MoreCherbourg's mayor Benoît Arrivé also expressed his gratitude for the work of the police, saying, ""All my support to the forces of order.""The two police officers involved are in good condition, authorities said.Last month, a policeman in the French Rivera city of Cannes survived a knife attack after an assailant approached four officers outside the police station who were preparing to go on control. The assailant approached the officers asking for information before opening the door of the vehicle they were in and stabbing one of the officers in the chest with a knife, the minister said. The attacker then attempted to stab a second officer before he was neutralized.",218
1658,4699,Story by Reuters,2021-12-03 17:37:50,news,europe,https://www.cnn.com/2021/12/03/europe/norway-christmas-tree-uk-gbr-intl/index.html,Norway's 'threadbare' Christmas tree present underwhelms some in Britain - CNN,"Norway's annual Christmas tree gift to London provoked unseasonably abrupt responses on Thursday, including demands that the 24-meter (78 foot) Norwegian spruce be replaced, after it appeared to be less than symmetrical with some broken branches.","europe, Norway's 'threadbare' Christmas tree present underwhelms some in Britain - CNN",Norway's 'threadbare' Christmas tree present underwhelms some in Britain," (CNN)Norway's annual Christmas tree gift to London provoked unseasonably abrupt responses on Thursday, including demands that the 24-meter (78 foot) Norwegian spruce be replaced, after it appeared to be less than symmetrical with some broken branches.Every year, a tree is felled outside Oslo and sent to London's Trafalgar Square as an offering of thanks from Norwegians for Britain's support during World War Two.The Lord Mayor of Westminster Andrew Smith and Mayor of Oslo Marianne Borgen helped fell the 80-year-old Norwegian spruce along with schoolchildren on November 16. It was transported by Norwegian authorities.Reuters photographs show the tree has some broken branches. One side appears to have less growth than the other, though it was unclear when the damage was done.The tree drew mirth on Twitter with some commenting that it was ""threadbare,"" ""half dead,"" or perhaps ill with Covid-19. Others said it was a symbol of modern British decline or speculated it might be an elaborate joke on Norway's part.Read More""Looks like last year's tree,"" James Carberry, 70, told Reuters on Trafalgar Square. Some said it looked ""a bit sparse."" Another simply said: ""Yeah.""Others, though, said it was beautiful.""It's the thought that counts,"" said Jasmine Smith, 30.A crane lifts the Norwegian spruce during its felling in Oslo on November 16, 2021, before being  gifted to London.Westminster's Smith said it was understandable that some on social media had made ""quick judgments.""""But I know that once it is lit the tree will, as ever, play its role in making Westminster an even more beautiful place to visit at Christmas,"" he said in a statement.The Norwegian tree was lit during a ceremony at Trafalgar Square in London on Thursday evening.Criticism of the tree drew a diplomatic response from Oslo, which underscored the symbolism of the gift and that it originated in a forest.""I am pleased that people are passionate -- it is a sign that Londoners care about the present we have sent them,"" Mayor Borgen told Reuters. ""The tree comes from a forest.""This is a love tree and it means a lot to us to give it to Londoners. Though it started as a thank you to the British people for their help during World War Two, it is now as much about friendship, solidarity, hope for the future and peace.""The tree symbolizes all this and I hope that when the lights are turned on, the symbolic message behind the gift is what people have in mind.""        ",405
1659,4700,"Jacob Lev, CNN",2021-12-03 18:13:52,sport,sport,https://www.cnn.com/2021/12/03/sport/neil-olshey-fired-portland-trail-blazers-spt-intl/index.html,Neil Olshey: NBA executive fired following review of workplace environment complaints - CNN,"The National Basketball Association's (NBA) Portland Trail Blazers have fired president of basketball operations Neil Olshey after an independent review into concerns and complaints around the workplace environment, the team announced on Friday.","sport, Neil Olshey: NBA executive fired following review of workplace environment complaints - CNN",NBA executive Neil Olshey fired following review of workplace environment complaints," (CNN)The National Basketball Association's (NBA) Portland Trail Blazers have fired president of basketball operations Neil Olshey after an independent review into concerns and complaints around the workplace environment, the team announced on Friday.""The Portland Trail Blazers are committed to building an organization that positively impacts our colleagues, communities and the world in which we live and play,"" the team said in a statement. ""Following the conclusion of the independent review of concerns and complaints around our workplace environment at the practice facility, the Portland Trail Blazers organization has decided to terminate General Manager and President of Basketball Operations Neil Olshey, effective immediately due to violations of the Portland Trail Blazers' Code of Conduct.""The team announced in November it had been notified of ""concerns around workplace environment by non-player personnel at the practice facility"" and hired an outside firm, O'Melveny and Meyers, to investigate. The team did not name the non-player personnel at the time.CNN has reached out to the NBA for comment.Read MoreOlshey looks on against the Sacramento Kings.Portland hired Olshey as general manager in 2012 and he was promoted to president of basketball operations in 2015. Visit CNN.com/sport for more news, features, and videosPrior to joining the Blazers, Olshey served as the vice president of basketball operations with the Los Angeles Clippers for two seasons.Joe Cronin has been named interim general manager while the team conducts a search for a permanent replacement.",233
1660,4702,"Aleks Klosok, CNN",2021-12-03 13:59:36,sport,sport,https://www.cnn.com/2021/12/03/sport/andrew-gale-martyn-moxon-yorkshire-cricket-spt-intl/index.html,"Yorkshire County Cricket Club: Amid racism scandal fallout, first-team coach and director of cricket among staff to leave  - CNN","First-team coach Andrew Gale, Director of Cricket Martyn Moxon and all members of Yorkshire County Cricket Club's (YCCC) coaching staff have left, the team announced in a statement on Friday, amid an ongoing racism scandal's fallout.","sport, Yorkshire County Cricket Club: Amid racism scandal fallout, first-team coach and director of cricket among staff to leave  - CNN","Yorkshire County Cricket Club: Amid racism scandal fallout, first-team coach and director of cricket among staff to leave "," (CNN)First-team coach Andrew Gale, Director of Cricket Martyn Moxon and all members of Yorkshire County Cricket Club's (YCCC) coaching staff have left, the team announced in a statement on Friday, amid an ongoing racism scandal's fallout.Last month former cricketer Azeem Rafiq spoke to UK lawmakers about his calls for disciplinary action to be taken by YCCC following an investigation that found he had been subjected to racial harassment and bullying.Throughout the hearing, Rafiq shared his experience at Yorkshire and broke down in tears on more than one occasion.""From early on there was a lot of ""You lot sit over there near the toilets,"" the word 'P***' was used constantly, no one ever stamped it out,"" said Rafiq.""All I wanted to do was play cricket. Towards the end of my first spell but constantly throughout I knew there was something wrong. I started taking medication for my mental health. It was really tough.""Read MoreAsked to compare his treatment at Yorkshire to his everyday life, Rafiq said: ""My every day life for as long as I've known has been cricket. It's difficult to compare. Cricket is worse than society.""The club suspended Gale last month ""pending a disciplinary hearing following a historical tweet,"" whilst Moxon has been absent from work since early November ""due to a stress-related illness.""""Significant change is required at Yorkshire County Cricket Club and we are committed to taking whatever action is necessary to regain trust,"" said Kamlesh Patel, the new chair and director of Yorkshire.""The decisions announced today were difficult to make, but are in the best interests of the Club.Andrew Gale looks on during the Royal London One Day Cup match between Lancashire and Yorkshire at Old Trafford on June 5, 2018.""Without making important changes to how we are run, we cannot move on from the past to become a culture which is progressive and inclusive.Visit CNN.com/sport for more news, features, and videos""We are determined to learn from the mistakes of the past to become a Club which people can trust,"" added Patel.The club said a new director of cricket would be appointed in the coming days, alongside a new coaching team which is being recruited.""We welcome the announcement by Yorkshire County Cricket Club on the departure of its entire coaching staff,"" said Digital, Culture, Media and Sport Committee Chair Julian Knight.""The experience of Azeem Rafiq at YCCC demanded no less,"" added Knight.",395
1661,4704,"Aleks Klosok, CNN",2021-12-03 11:48:29,sport,sport,https://www.cnn.com/2021/12/03/sport/lamine-diack-world-athletics-death-spt-intl/index.html,Lamine Diack: Former head of World Athletics dies aged 88 - CNN,"Lamine Diack, the former head of world athletics' governing body, has died aged 88.","sport, Lamine Diack: Former head of World Athletics dies aged 88 - CNN",Former head of World Athletics Lamine Diack dies aged 88," (CNN)Lamine Diack, the former head of world athletics' governing body, has died aged 88.News of his passing was confirmed by Senegalese football club Jaraaf de Dakar where Diack was club president.A statement posted on the club's social media channels read: ""Jaraaf de Dakar has learned with deep sadness of the death of Lamine Diack.""A founding member of the club, he will leave a big void in the hearts of Jaraaf-Man and will forever remain a legend of Jaraaf. Our condolences go out to his family and loved ones,"" the statement concluded.Former head of world athletics Lamine Diack is jailed for corruptionBoth Lamine Diack's son, Papa Massata Diack, and niece, Awa Diack, were not immediately available for comment when contacted by email by CNN.Read MoreHowever, both have confirmed Diack's passing to multiple media outlets.Diack's son, Papa Massata, told Reuters: ""He died at home around 2 a.m. of a natural death.""The International Olympic Committee (IOC), for whom Diack served as a member from 1999-2013 then an honorary member from 2014-2015, were also unavailable for comment when contacted by CNN.World Athletics told CNN in an email earlier on Friday: ""We have no information about this so we cannot comment.""The Senegalese was one of the most influential men in the sport and led the International Association of Athletics Federations (IAAF), now renamed World Athletics, from 1999-2015.Diack was sentenced to four years in prison, two suspended, last year after being found guilty on charges of corruption related to the Russian doping scandal.He was found guilty of soliciting $4.1 million (3.45 million euros) from athletes suspected of doping to cover up the allegations and allow them to continue competing, including in the 2012 London Olympics.Papa Massata Diack was also sentenced to five years in prison and handed a $1.19 million (one million euros) fine for his role in the corruption.He fled France to Senegal after authorities opened the investigation and has always denied any wrongdoing.",319
1662,4705,"Matias Grez, CNN",2021-12-03 10:42:26,sport,football,https://www.cnn.com/2021/12/03/football/manchester-united-arsenal-bizarre-goal-spt-intl/index.html,Manchester United vs Arsenal: Bizarre goal caps thrilling Premier League clash - CNN,Manchester United bounced back from conceding one of the most unusual goals you're ever likely to see to eventually beat Arsenal 3-2 in Thursday's Premier League clash.,"football, Manchester United vs Arsenal: Bizarre goal caps thrilling Premier League clash - CNN",'I've never seen anything like that': Bizarre goal marks thrilling Manchester United and Arsenal clash," (CNN)Manchester United bounced back from conceding one of the most unusual goals you're ever likely to see to eventually beat Arsenal 3-2 in Thursday's Premier League clash.With new interim head coach Ralf Rangnick set to be in the dugout for Sunday's match against Crystal Palace, United's final match under Michael Carrick got off to the worst -- and strangest -- possible start.With less than 15 minutes gone, United goalkeeper David de Gea went down injured as the team defended an Arsenal corner.Referee Martin Atikinson seemingly missed the incident and allowed play to go on, leaving Emile Smith Rowe to volley the ball into the open goal from the edge of the area as De Gea lay curled up in a ball on the goal line.Atkinson initially blew his whistle to apparently signal the goal had been disallowed, but replays showed it was De Gea's own teammate Fred that stood on his ankle and the goal was given.Read MoreManchester United players surround Martin Atkinson following the goal.United's players angrily surrounded the referee but, in truth, they could have no complaints.""I've never seen anything like that,"" Arsenal manager Mikel Arteta told broadcaster Amazon Prime Video after the match. ""But that is the decision from the referee and VAR checked it -- and it was a goal.""READ: Ronaldo benching causes fierce debate between punditsUnited midfielder Bruno Fernandes said he believed the ball should have been put out of play when it was apparent De Gea was injured, as is often the case in football matches.""Normally, when the keeper goes down, we should stop the game,"" the Portuguese midfielder said. ""But mistakes happen. Players make mistakes.""I don't know if it was a mistake from the referee. If it is, that can happen.""Cristiano Ronaldo performs his trademark celebration after scoring the winning penalty.United bounced back well from the incident and equalized through Fernandes just before half time following a period of sustained pressure on Arsenal's defense.Cristiano Ronaldo then gave United the lead after 52 minutes, sweeping home to finish a crisp United move.But Arsenal was level just two minutes later as Martin Odegaard stroked the ball into the far corner after being found by Gabriel Martinelli.However, the Norwegian midfielder would go from hero to zero as his inexplicable challenge on Fred in the area gifted United a penalty, which Ronaldo duly dispatched 20 minutes from time to give Carrick the perfect sendoff.",397
1663,4707,"Sharon Braithwaite and Nina Avramova, CNN",2021-12-02 18:35:35,news,uk,https://www.cnn.com/2021/12/02/uk/london-abuse-hanukkah-bus-intl-gbr/index.html,"Abuse directed at London Hanukkah party bus investigated as a hate crime, police say - CNN",London Metropolitan Police are investigating a video that appeared to show a group of men spitting at group of Jewish people celebrating Hanukkah earlier this week.,"uk, Abuse directed at London Hanukkah party bus investigated as a hate crime, police say - CNN","Abuse directed at London Hanukkah party bus investigated as a hate crime, police say","London (CNN)London Metropolitan Police are investigating a video that appeared to show a group of men spitting at group of Jewish people celebrating Hanukkah earlier this week.The video, filmed from inside a bus dubbed a ""Hanukkah party on wheels"" in central London on Monday, shows passengers subjected to a barrage of alleged anti-Semitic abuse.The Met Police are treating the incident as a hate crime, according to a Thursday statement. No injuries were reported and no arrests were made, the force said.""The occupants of the bus were Jewish and the abuse directed at them was allegedly antisemitic in nature,"" the Met statement said, adding that police were called at the time of the incident and officers were deployed. However, while police were en route, the bus ""left the location to avoid any further confrontation."" In the video, the passengers can be heard saying ""we are Jewish"" and ""we need to go."" The video shows one of the men in the group hitting the bus with his shoe as it drove away.Read MoreRabbi Shneor Glitsenstein, who was on board the bus, described the incident as a ""bigoted antisemitic attack.""""Let me be clear: On Monday evening we were attacked on the streets of London for being Jewish and celebrating Chanukah. While our bus contained no references to Israel, we were clearly a Jewish group. The young men who surrounded us were not engaged in political protest; this was a bigoted anti-Semitic attack in the heart of London, seen by dozens of others, who stood by silently,"" Glitsenstein said in a statement published by the Chabad Israeli Center Golders Green.We must combat anti-Semitic hate crimes with solidarity, not violence The rabbi said that around 40 young people had gathered to mark the second night of Hanukkah aboard an ""open-air party bus."" He said the night turned sour after a group of men approached them as they were dancing in Oxford Street, in central London. ""They (the men) quickly became aggressive and began making profane gestures and yelling 'Free Palestine!'"" Glitsenstein said, adding that as soon as his group returned to the bus, the ""young men began shouting profanities at the group, throwing at least one projectile on the top of the bus, spitting at the bus, and banging on the windows with their shoes.""After the bus drove off, the ""Hanukkah party on wheels"" continued, Glitsenstein added.British Prime Minister Boris Johnson described the footage as ""disturbing."" ""Racism of any kind will never be tolerated in our society and we will continue to do all we can to root it out,"" Johnson said in a tweet on Thursday.London Mayor Sadiq Khan said in a tweet on Wednesday that ""antisemitism has no place whatsoever in society and I utterly condemn these disgusting acts. No one should have to experience this. If you have any information about this incident, I urge you to report it.""",477
1664,4709,"Nadine Schmidt, CNN",2021-12-02 12:00:26,news,europe,https://www.cnn.com/2021/12/02/europe/sebastian-kurz-leaves-politics-austria-intl/index.html,"Sebastian Kurz, former Austrian Chancellor, says he's leaving politics - CNN",Austria's Chancellor Sebastian Kurz said in a televised speech he was stepping down from his office Saturday evening following corruption allegations.,"europe, Sebastian Kurz, former Austrian Chancellor, says he's leaving politics - CNN",Former Austrian Chancellor Kurz says he's leaving politics," (CNN)Former Austrian leader Sebastian Kurz said Thursday his political career was over, weeks after his office was raided by prosecutors investigating him and close team members on suspicion of bribery and breach of trust.The 35-year-old said in a televised statement he would resign as leader of the center-right Austrian People's Party (ÖVP). He stepped down as chancellor in October, and was replaced by Alexander Schallenberg, who also announced Thursday he would step down as leader of the government. In a statement to CNN, Schallenberg said he ""firmly"" believes both positions -- Chancellor and elected head of the party -- should be held by the same person. Kurz said he had worked ""around the clock with his team"" in the last decade, always with enthusiasm and joy, but said in the last few weeks his ""enthusiasm began to wane,"" in light of the corruption allegations against him.""Of course I have also made mistakes,"" Kurz said of his 10-year political career. ""I look forward to the day when I can prove in court that the allegations against me are false.""What a staggering gun cache discovered in one suspected neo-Nazi's house says about far-right extremism in EuropeKurz is under investigation over claims that government money was used to ensure positive coverage in a daily newspaper, Austrian prosecutors said in October.Read MoreHe led the ÖVP into government in 2017, in coalition with the far-right Freedom Party, having turned the refugee influx of 2015 into a vote-winner at the ballot box.He arrived in power just as Chancellor Angela Merkel's grip in neighboring Germany appeared to be weakening. He seemed keen to dismantle at least some of her welcoming approach to migrants and take the continent down a more hardline path, despite insisting regularly on his support for the European project.He and his government lost a vote of no-confidence in May 2019, following a corruption scandal prompted by a secretly-filmed video of his vice-chancellor Heinz-Christian Strache. But they returned to power after winning a general election September of the same year.CNN's Stephanie Halasz contributed to this report.",341
1665,4710,"Travis Caldwell, CNN",2021-11-30 05:04:56,sport,sport,https://www.cnn.com/2021/11/30/sport/brian-kelly-leaving-notre-dame-lsu-spt/index.html,LSU hires former Notre Dame head football coach Brian Kelly  - CNN,Louisiana State University announced Tuesday morning Brian Kelly has been hired as the school's head football coach. Kelly will be introduced on Wednesday.,"sport, LSU hires former Notre Dame head football coach Brian Kelly  - CNN",LSU hires former Notre Dame head football coach Brian Kelly ," (CNN)Louisiana State University announced Tuesday morning Brian Kelly has been hired as the school's head football coach. Kelly will be introduced on Wednesday.Kelly -- Notre Dame's head coach since the 2010 season -- will replace current LSU head coach Ed Orgeron. LSU announced October 17 the school and Orgeron will be parting ways when the 2021 season concludes.Notre Dame head coach Brian Kelly says Covid-19 'spread like wildfire' on his team Under Orgeron, LSU won the national title in the 2019-20 season but has struggled since. The Tigers are 6-6 this season, including 3-5 in Southeastern Conference play. In 2020, a season impacted by the Covid-19 pandemic, LSU went 5-5.Notre Dame is 11-1 this season -- with its lone loss to the University of Cincinnati -- and still potentially could reach the four-team College Football Playoff. The Fighting Irish are currently ranked No. 6. The latest College Football Playoff ranking will be released Tuesday.Read MoreNotre Dame has had a sustained run of success with at least 10 wins in each season since 2017. Notre Dame is only one of five programs to have qualified multiple times for the College Football Playoff since the format's inception in the 2014-15 season, along with Alabama, Clemson, Ohio State and Oklahoma.According to Notre Dame, Kelly has more seasons with 10-plus wins than any other head coach in the school's history. September 25, with a win against the University of Wisconsin, Kelly passed Knute Rockne to become the all-time leader in program history in career wins at Notre Dame. CNN's Jill Martin and David Close contributed to this report.",264
1666,4711,"Delia Gallagher, CNN and Reuters",2021-12-02 19:52:58,news,europe,https://www.cnn.com/2021/12/02/europe/pope-cyprus-visit-migrants-intl/index.html,Pope Francis urges Europe to shed its 'walls of fear' on visit to divided Cyprus - CNN,"Pope Francis arrived in Cyprus Thursday, where he called on residents to ""welcome and integrate one another,"" referencing the divisions that the migrant crisis has sowed on the island nation.","europe, Pope Francis urges Europe to shed its 'walls of fear' on visit to divided Cyprus - CNN",Pope Francis urges Europe to shed its 'walls of fear' on visit to divided Cyprus," (CNN)Pope Francis arrived in Cyprus Thursday, where he called on residents to ""welcome and integrate one another,"" referencing the divisions that the migrant crisis has sowed on the island nation.The country has said that it is struggling to cope with an influx of migrants, many of whom travel by boat from the Middle East.Speaking to journalists on the plane from Rome, the Pope said that the visit ""will touch some wounds.""Francis's advocacy for migrants and refugees is a notable cornerstone of his papacy.The Pope, who has called the Mediterranean Sea a ""great cemetery,"" has arranged to have 50 migrants relocated to Italy after his trip this week. The Vatican has not yet confirmed that plan.Read MoreFrancis will also travel to Greece during his five-day trip, including to Lesbos Island, where thousands of refugees live in squalid conditions in a migrant camp.Dozens dead in Channel tragedy, after inflatable boat sinks off French coastAt the first stop of his trip, a visit to a Maronite cathedral, the Pope invoked a message of reconciliation and said: ""By your spirit of fraternity, you can remind everyone, and Europe as a whole, that we need to work together to build a future worthy of humanity, to overcome divisions, to break down walls, to dream and work for unity.""""We need to welcome and integrate one another, and to walk together as brothers and sisters, all of us,"" he said.There are some 8,000 Maronites on the island who are members of the Catholic faith. Their descendants started settling on Cyprus from the 8th century onwards.The Pope also called on the European continent to find a way to move forward, saying it needs ""reconciliation and unity.""""For it will not be the walls of fear and the vetoes dictated by nationalist interests that ensure its progress, nor will economic recovery alone serve to guarantee its security and stability.""The Pope will be staying at the Vatican embassy in Cyprus' capital Nicosia, which sits right on the dividing line that resulted from a Turkish invasion that was triggered by a 1974 coup sponsored by the military junta that controlled Greece at the time.A church in the compound that houses the embassy still bears scars from the crossfire.The northern part of the island, including a section of its capital, is controlled by a Turkish Cypriot administration recognized only by Turkey as an independent state.Francis, who shuns large, bulletproof cars, traveled in a small black Fiat 500 with open windows. He was greeted with cheers and applause as the vehicle navigated the capital's narrow streets.",422
1667,4713,"Travis Caldwell, CNN",2021-12-02 05:33:06,sport,sport,https://www.cnn.com/2021/12/02/sport/mlb-baseball-lockout-cba-expires-spt/index.html,Major League Baseball lockout begins as players and owners fail to reach a new bargaining agreement - CNN,"The collective bargaining agreement between Major League Baseball and the players' union expired at 11:59 p.m. ET on Wednesday, leading to the first official work stoppage in professional baseball since the 1994-95 seasons. ","sport, Major League Baseball lockout begins as players and owners fail to reach a new bargaining agreement - CNN",Major League Baseball lockout begins as players and owners fail to reach a new bargaining agreement," (CNN)The collective bargaining agreement between Major League Baseball and the players' union expired at 11:59 p.m. ET on Wednesday, leading to the first official work stoppage in professional baseball since the 1994-95 seasons. The lockout will prevent players from using team facilities as well as free agents from signing new contracts until a new CBA is reached. In a letter to fans, MLB commissioner Rob Manfred said: ""Despite the league's best efforts to make a deal with the Players Association, we were unable to extend our 26 year-long history of labor peace and come to an agreement with the MLBPA before the current CBA expired. Therefore, we have been forced to commence a lockout of Major League players, effective at 12:01am ET on December 2.""The MLB Players Association released a statement, saying in part: ""This shutdown is a dramatic measure, regardless of the timing. It is not required by law or for any other reason. It was the owners' choice, plain and simple, specifically calculated to pressure Players into relinquishing rights and benefits, and abandoning good faith bargaining proposals that will benefit not just Players, but the game and industry as a whole.""Negotiators for the league and union met in Irving, Texas, on Wednesday to hash out a possible agreement over finances and free agency rights before the deadline, yet talks ended after just seven minutes, according to ESPN. The sides had been meeting throughout the week. Read MoreMLB said the Major League portion of the 2021 Winter Meetings are canceled, yet the Minor Leagues will continue as planned.It's unclear how long a work stoppage will last. Pitchers and catchers are scheduled to report to spring training in mid-February with Grapefruit and Cactus League play set to open on February 26. Opening Day is scheduled for March 31. But both of those require a new CBA to be in place.A strike by the players' union in 1994 led to the cancellation of that year's World Series. The strike continued into the 1995 season before an agreement was reached in April, shortening the season from 162 to 144 games. In 2002, a new agreement was reached hours before a strike deadline set by players, marking the first time in 30 years a CBA was ratified without a work stoppage. Similarly, a last-minute deal at the deadline was made in 2016, lasting for five years. CNN's Jill Martin contributed to this report.",400
1668,4715,CNN Sports staff,2021-12-02 10:19:02,sport,golf,https://www.cnn.com/2021/12/02/golf/rory-mcilroy-saudia-arabia-waivers-spt-intl/index.html,Rory McIlroy defends players' right to play in Saudi Arabia tournament  - CNN,Four-time major winner Rory McIlroy has defended players' rights to compete in the Saudi International next year.,"golf, Rory McIlroy defends players' right to play in Saudi Arabia tournament  - CNN",Rory McIlroy defends players' right to play in Saudi Arabia tournament ," (CNN)Four-time major winner Rory McIlroy has defended players' rights to compete in the Saudi International next year.The event in February, which used to be on the European Tour but has since moved to the Asian Tour, has already confirmed a field of high-profile names, including Bryson DeChambeau and Phil Mickelson.However, the PGA Tour has yet to grant waivers to members due to a conflict in scheduling -- the AT&T Pebble Beach Pro-Am is taking place on the same weekend. Those who play in Saudi Arabia without a waiver may face a fine but McIlroy, who will not be competing in Jeddah, says he sees no issues in players making money in other ways. ""In my opinion, I think the Tour should grant releases. It's an Asian Tour event, it's an event that has official golf world rankings,"" McIlroy said, per Reuters. Read MoreIs this the end of the Tiger Woods era?""I do see reasons why they wouldn't grant releases, but I think if they're trying to do what's best for their members, and their members are going to a place other than the PGA Tour and being able to earn that money, I mean, we're independent contractors, and I feel like we should be able to do that.""I should be able to go play where I want if I have the credentials and I have the eligibility to do so. ""I'd say most of the players on tour would be in a similar opinion to me.""The event will be held at the Royal Greens Golf and Country Club, near Jeddah, and will start on February 3.Organizers hope the tournament will usher in a new era of golf in the region. ",280
